137004086	lakoissa	lakko|lakka	lakka	Liuottimien ja vaarallisten aineiden määrää maaleissa ja	lakoissa	on vähennettävä , mutta siihen tarvitaan suunnitelmaa , joka on mahdollista toteuttaa myös käytännössä .
146049047	sekistä	sekki|sek	sekki	Toisin kuin meille usein väitetään , kyse ei ole protektionistisesta välineestä eikä myöskään avoimesta	sekistä	.
21330191	sekeissä	sekki|sek	sekki	päivästä 1999 lähtien kirjanpidossa ,	sekeissä	, luottokorteissa ja velkakirjoissa .
21711960	sekeiksi	sekki|sek	sekki	Liitteitä ei voida enää kutsua tyhjiksi	sekeiksi	, koska toimielinten yhteistoimintatapaa Euroopan parlamentin tiedottamisesta on noudatettava täysin , mutta luonnollisesti voidaan todeta , että voi viedä jonkin aikaa ennen kuin tämä saadaan vahvistettua .
14749884	Martin	Mart|Martti	Martin	Herra David	Martin	puhemiehistöstä totesi , ettei hän tiedä asiasta mitään , kuten aina käy , kun kysyn jotain .
169515950	Martin	Mart|Martti	Martin	Haluaisin kysyä , kuka antoi	Martin	Schulzille tarkastajan tehtävän ?
226191120	Martin	Mart|Martti	Martin	Hyvä Hans-Peter	Martin	, teillä on 30 sekuntia aikaa kysyä asiasta Philippe Lambertsilta .
201230976	Martin	Mart|Martti	Martin		Martin	Schulz , en usko , että puhumme liian vähän Kööpenhaminasta .
142570461	Martin	Mart|Martti	Martin	Jäsen Hans-Peter	Martin	on ollut talous- ja raha-asioiden valiokunnassa vasta vähän aikaa , ja tämä on kenties syynä siihen , ettei hän ole vielä ymmärtänyt , että vakaiden hintojen , matalan inflaation , kasvun ja työllisyyden välillä on yhteys .
19696469	suotuisimpien	suotuisa|suotuinen	suotuisa	”	suotuisimpien	määräysten säilyttäminen ” .
227451542	suotuisille	suotuisa|suotuinen	suotuisa	Me sanomme ” ei ” varojen jakamiselle vain vahvistamaan korruptoituneita poliitikkoja , häikäilemättömiä liikemiehiä ja järjestäytynyttä rikollisuutta , ” kyllä ” EU:n rahalle , jos esitetään uskottava , ympäristön kannalta suotuisa jätesuunnitelma , ” ei ” valvomattomille kaatopaikoille , ” ei ” dioksiinia tuottaville polttolaitoksille ja ” kyllä ” kierrättämiselle ja ympäristön kannalta	suotuisille	menetelmille .
161007734	suotuisiin	suotuisa|suotuinen	suotuisa	Aiomme tehdä kaikkemme varmistaaksemme , että neuvoston , komission ja parlamentin yhteistyö johtaa Euroopan ja Euroopan unionin kannalta	suotuisiin	tuloksiin .
42525162	suotuisissa	suotuisa|suotuinen	suotuisa	Tämä sopimus on kuitenkin myönteinen sopimus , tosin siirtymävaiheen sopimus , mutta jo sellainen sopimus , jonka avulla voimme käynnistää talous- ja rahaliiton toiminnan mahdollisimman	suotuisissa	oloissa 1 .
69428310	suotuisiksi	suotuisa|suotuinen	suotuisa	Tässä kahdenvälisessä suhteessa on edistytty tavalla , joka vaikuttaa merkittävästi tämän asian tulevaan käsittelyyn , näiden kahden maan väliseen suhteeseen sekä varmasti siihen , samoin kuin nämä neuvottelut Euroopan unionin ja Turkin välillä , että Kyproksen kysymyksen käsittely ja ilmapiiri muodostuvat ongelman ratkaisemisen kannalta	suotuisiksi	.
65788626	nuorille	nuora|nuori	nuori	Eräs yhteisön alaa kohtaan tunteman mielenkiinnon syistä on tämän työmarkkinoiden osan rakenteellinen joustavuus , jonka vuoksi se on sangen houkutteleva ala naisille ja	nuorille	, joille se tarjoaa usein ensimmäisen työmahdollisuuden .
12882616	nuoria	nuora|nuori	nuori	sen , että sen , mikä siihen sijoitetaan , se muuttaa yhteiskuntansa hyödyksi ja pian sen kaikkien jäsenten hyödyksi , olivat he sitten johtajia , poliitikoita ,	nuoria	, työttömiä tai maahanmuuttajia .
111014724	nuoria	nuora|nuori	nuori	Jos	nuoria	on kuitenkin kuunnellut tarkkaavaisesti , on saanut selville , että koulutuksen , elinikäisen oppimisen , liikkuvuuden , työllisyyden ja yhteiskuntaan integroitumisen , rasismin ja muukalaisvihan kaltaisten aiheiden lisäksi nuorten mielestä tärkeitä eurooppalaisia toiminta-alueita ovat myös nuorten naisten ja nuorten miesten välinen tasa-arvo , maahanmuutto ja huume- ja alkoholiriippuvuus .
140040320	nuoriin	nuora|nuori	nuori	Ohjelman tarkoituksena on ehkäistä ja torjua kaikenlaista lapsiin ,	nuoriin	ja naisiin kohdistuvaa väkivaltaa .
48683683	nuoria	nuora|nuori	nuori	Sanalla sanoen pyydämme niiltä , että ne eivät lakkaisi tukemasta rahallisesti	nuoria	sillä tekosyyllä , että he osallistuvat Sokrates-ohjelmaan .
143170070	Marketilla	marketti|market	market	Lähes tarkalleen kaksi viikkoa sitten seisoin Carmel	Marketilla	Tel Avivissa katsomassa itsemurhapommin traagisia jälkiseurauksia .
153511780	marketissa	marketti|market	market	olette	marketissa	ja edessänne on satoja viinipulloja .
51028454	marketista	marketti|market	market	Kyseiset aseet käsittävät yhden suhisevaa ääntä pitävän kyynelkaasusumuttimen , jollaisen voi ostaa mistä tahansa	marketista	.
84477561	mietinnöissä	mietintö|mietintä	mietintö	Arvoisa puhemies , arvoisa komission jäsen , oli väistämätöntä , ettei Gallagherin ja Poignantin	mietinnöissä	tyydytty ainoastaan kommentoimaan mennyttä , vaan että niissä käsiteltiin myös yksityiskohtaisesti YKP:n uudistamista , ja mielestäni on täysin asiallista , että parlamentin jäsenet pyrkivät vaikuttamaan uudistamismenettelyyn jo ennen parlamentin virallista kuulemista .
21461558	mietinnöissämme	mietintö|mietintä	mietintö	Siksi esitän lopuksi sen toivomuksen , että me tulevissa	mietinnöissämme	pyrkisimme saamaan Euroopan unionin ja Yhdysvaltain suhteisiin rakentavamman otteen .
165020097	mietinnöistä	mietintö|mietintä	mietintö	Äänestimme tyhjää Corbettin ja Leinenin	mietinnöistä	, jotka koskevat valiokuntien tehostettua yhteistyötä ja yhteispäätösmenettelyyn sovellettavia käytännön menettelytapoja .
43613495	mietinnöistä	mietintö|mietintä	mietintö	Arvoisa puhemies , haluaisin ensiksi sydämellisesti onnitella kolmea esittelijää erinomaisista	mietinnöistä	, samalla myönnän , että tunnen Roubatisin ja Barros Mouran mietinnöt paremmin ja voin sen vuoksi arvioida niitä paremmin .
210060589	mietinnöistään	mietintö|mietintä	mietintö	Onnittelen häntä sekä jäsen Danjeania heidän	mietinnöistään	.
182592304	patojen	pato|pata	pato	Suurin huoli koskee	patojen	, vallien ja sähkövoimaloiden särkymistä tai romahtamista , josta seuraisi toinen humanitaarinen katastrofi .
176899074	patoja	pato|pata	pato	Kuvitelkaapa , että kuohuviin koskiin on rakennettu joukko	patoja	ja että sulkuportteja käytetään yhteisten sääntöjen mukaan .
52893101	patoja	pato|pata	pato	Emme voi välttää tulvaa - se on luonnollinen ilmiö - mutta siirrettäviä	patoja	voidaan kuitenkin rakentaa , ja lisäksi voidaan rakentaa maan alla kulkeva metro .
176899091	padoista	pato|pata	pato	Onko hyväksyttävää , että jotkut päättävät muuttaa yhtä	padoista	ilman , että kukaan muu tekee samoin , vain siksi , että he uskovat , ettei vesi yllä heidän koteihinsa ensin talvena ?
150951112	patojen	pato|pata	pato	Tänä iltana - vastauksena kivutonta ansastusta koskevaan direktiiviin , jonka oletetaan mahdollistavan meille toimet eläinkunnan hallitsemiseksi ,	patojen	ja kulttuurien suojelemiseksi sekä perussopimusten noudattamiseksi - sanon ” Ei !
95715252	hylkäsi	hyljätä|hylätä	hyljätä	Tästä näkökulmasta katsottuna on mielestäni pöyristyttävää , että ulkoasioiden valiokunta	hylkäsi	suurimman osan sosiaalivaliokunnan tekemistä tarkistuksista .
150064420	hylkää	hyljätä|hylätä	hyljätä	Komissio hyväksyy niistä 74 kokonaan tai periaatteessa , mutta	hylkää	niistä 16 .
154315657	hylkää	hyljätä|hylätä	hyljätä	Me olemme asiasta vastaavat henkilöt valiokunnassa , emmekä olleet varautuneita siihen , että puheenjohtajakokous	hylkää	kysymyksen yksipuolisesti jonkun täysin teknisen seikan takia .
113099454	hylkäsivät	hyljätä|hylätä	hyljätä	Komission kannalta onkin valitettavaa , että Euroopan parlamentti ja neuvosto	hylkäsivät	selvällä määräenemmistöpäätöksellä , kuten mainitsin , komission yli vuosi sitten tekemät ehdotukset , joilla nimenomaan pyrittiin lisäämään kilpailua näillä markkinoilla .
11923195	hylkäsi	hyljätä|hylätä	hyljätä	Kaksi vuotta sitten parlamentti	hylkäsi	komission ehdotuksen bioteknologisten keksintöjen patentoitavuudesta .
187939453	kaarteissa	kaarti|kaarre	kaarre	Kaksi tuntia kestävällä matkalla autonrämässä tai loppuun ajetussa autonromussa , jonka kuljettaja ajaa ylinopeutta erityisesti	kaarteissa	, on paljon vakavampia vaikutuksia eläinten hyvinvointiin kuin kahdeksan tai kymmenen tuntia kestävällä matkalla mukavassa , asianmukaisesti varustetussa nykyaikaisessa ajoneuvossa , jonka kuljettaja ottaa huomioon matkustajina olevat eläimet ja huolehtii niistä .
176019782	sokeilla	sokea|sokki	sokea	Siitä huolimatta ihmettelen todella , pitäisikö	sokeilla	olla ilmainen oikeus käyttää palveluja , joka on taattu Euroopan lainsäädännöllä , ja miksi pyörätuolin käyttäjillä ei pitäisi .
203822741	sokeilla	sokea|sokki	sokea	Osa kuuroista ei voi käyttää viittomakieltä , kun taas kaikilla	sokeilla	ei ole mahdollisuutta käyttää sokeiden tukipalveluja .
51410373	sokeissa	sokea|sokki	sokki	Niitä on koordinoitava paremmin , jotta niillä voi olla yhtäältä tehokas vakauttava rooli eri maissa eteen tulevissa tapahtumissa ja tilanteissa - vaarallisissa epäsymmetrisissä	sokeissa	, joita Euroopassa saattaa syntyä - ja jotta niillä toisaalta pitemmällä aikavälillä voidaan saavuttaa kansallisten talousjärjestelmien todellinen yhteensovittaminen .
118947957	Riikassa	Riika|Riikka	Riika	Kaikkia Bratislavassa , Varsovassa ,	Riikassa	ja Vilnassa olevia kumppaneitamme rauhoittaakseni haluan todeta , että neuvoston puheenjohtaja ja komission jäsenet vahvistavat sen , ettei ole syytä huolestua .
168019383	Riikassa	Riika|Riikka	Riika	Mitä tässä tilanteessa voitaisiin tehdä	Riikassa	?
228368763	Riikan	Riika|Riikka	Riika	Kun Latvian pääkaupungin (	Riikan	) työttömyysaste on 8-9 prosenttia , Latgalessa se on 20-25 prosenttia .
137419388	Riikassa	Riika|Riikka	Riika	Tavatessamme viimeksi kansliassanne	Riikassa	9 .
182849613	Riikassa	Riika|Riikka	Riika		Riikassa	kesäkuussa pidettävässä yleissopimuksen osapuolten kolmannessa kokouksessa osapuolet saavat mahdollisuuden tarkastella yleissopimuksen täytäntöönpanossa saavutettua edistymistä sekä pohtia ja suunnitella tulevia haasteita .
56584626	parlamentinvaaleihin	parlamentti#vaali|parlamentti#vaalea	parlamentti#vaali	On ollut Dagestanin väkivaltainen selkkaus , Moskovan pommiräjähdykset , ja kaikkia näitä tapahtumia ympäröivät huhut salaliitoista ja kaikenlaiset teoriat siitä , mitä kaikkea näiden tapahtumien taakse mahtaa kätkeytyä ja mikä yhteys niillä saattaa olla esimerkiksi tuleviin	parlamentinvaaleihin	ja eri ryhmien yrityksiin sabotoida niitä .
3888511	Marin	Mari|Mar	Marin	Paljon kiitoksia , herra	Marin	.
162776611	Marin	Mari|Mar	Mari	Tässä yhteydessä kirjallisuuslehti Ontšõkon päätoimittajaan ja	Marin	tasavallan neuvoston puheenjohtajan Vladimir Kozlovin vaimoon Galina Kozlovaan kohdistunut väkivaltainen hyökkäys sekä aiemmat tapaukset Marin tasavallassa eivät pelkästään ansaitse huomiotamme ja pohdintaamme vaan pakottavat meidän ottamaan jälleen esiin Venäjän yleisen ihmisoikeustilanteen .
147088309	Marin	Mari|Mar	Mari	Näin ollen meidän on autettava Venäjää saattamaan rikoksentekijät oikeuden eteen , jotta myös	Marin	tasavallassa voisi vihdoin vallita järjestys ja turvallisuus .
162764950	Marin	Mari|Mar	Mari	Vastauksessaan Venäjän viranomaiset ovat antaneet tietoja	Marin	tasavallan hallituksen rahoittamista toimista Marin tasavallan taiteen ja kulttuurin edistämiseksi , monikielisyyden edistämiseksi sekä kansallisen taiteen ja käsityöperinteen tukemiseksi .
147095986	Marin	Mari|Mar	Mari	Neuvostoliiton romahdettua Mari Elin eli	Marin	tasavallan tilanne oli lupaava .
14273188	rahoitustoimintojen	rahoitus#toiminta|rahoitus#toiminto	rahoitus#toiminto	Kysyn komissiolta , aikooko se keskustella viimeistään joulukuussa Monti-aloitteen yhteydessä , miten verotus saadaan jälleen toimimaan , ja etenkin	rahoitustoimintojen	, yritysvoittojen ja varallisuuden verotus , sillä vakauttamissopimuksen perusteella tämä voidaan toteuttaa ainoastaan tulopuolen voitolla .
233147168	rahoitustoimintojen	rahoitus#toiminta|rahoitus#toiminto	rahoitus#toiminta	Meillä on myös pankkisektori , jonka tavanomaisten	rahoitustoimintojen	jatkumiseen liittyy paljon epävarmuustekijöitä , ja meillä on tietenkin EU:n talousarvio , joka jää tavanomaiseen tapaansa liian pieneksi ollakseen tehokas ja kyetäkseen ratkaisemaan ongelmamme .
233159426	rahoitustoimintojen	rahoitus#toiminta|rahoitus#toiminto	rahoitus#toiminta	Niihin on kohdistettava tiukkoja stressitestejä , ja kaikkien	rahoitustoimintojen	on näyttävä taseessa .
89564679	rahoitustoimintojen	rahoitus#toiminta|rahoitus#toiminto	rahoitus#toiminta	Suuri harppaus yhtenäisten markkinoiden suuntaan on toteutuessaan myös joidenkin	rahoitustoimintojen	, erityisesti selvitys- ja toimituspalveluiden sekä arvopaperikaupan , maksujen yhtenäistäminen .
141030634	jäänne	jäänne|jää	jäänne	On kerta kaikkiaan karmaisevaa , että jäsen Alyssandrakisin kaltainen tällaisen epäinhimillisen ajattelutavan	jäänne	ryhtyy tässä parlamentissa puolustamaan Kuuban diktatuuria .
96154678	jäänne	jäänne|jää	jäänne	Iloitsen sen vuoksi , että Eurooppa on ymmärtänyt , että kun ETA loukkaa ihmisoikeuksia , kun fasistinen baskijärjestö harjoittaa ulkomaalaiskammoista rikollisuutta ja ideologista puhdistusta , kun tämä terroristijärjestö , joka on viimeinen francolaisuuden	jäänne	nykypäivän Espanjassa , jatkaa toimintaansa Euroopan ytimessä , ongelma ei koske meitä , jotka olemme välittömiä uhreja , meitä , jotka elämämme henkivartijoiden kanssa , ei niitä , joiden nimet eivät voi näkyä vaaliluetteloissa ja joiden on voitettava pelkonsa voidakseen kirjoittaa päivittäin tai voidakseen puhua tiedotusvälineissä .
69020785	jäänne	jäänne|jää	jäänne	Minusta on yllättävää , että tällainen jäänne hallinnoi yhä kahta miljardia euroa - viimeinen	jäänne	Euroopan hiili- ja teräsyhteisöstä , joka toki oli aikanaan hyvin tärkeä mutta joka ei enää ole tärkeä .
217791254	jäänne	jäänne|jää	jäänne	Korean demokraattinen kansantasavalta on ehkä toisen maailmansodan viimeinen	jäänne	.
124637605	jäänne	jäänne|jää	jäänne	Valko-Venäjällä , joka on kenties selkein	jäänne	entisestä neuvostoajan maasta , jossa ei ole demokratiaa , EBRD:n olisi haettava yhteistyökumppaneita kansalaisjärjestöistä .
43680136	kantoja	kanto|kanta	kanta	Tämäntyyppisen tekstin ei pidä ilmentää vain jonkin tietyn ryhmän ja poliittisen mielipidesuunnan	kantoja	, vaan siinä on välitettävä jäsenvaltioille voimakas viesti , jotta ne tiedostaisivat epätyydyttävän tilanteen ja kiinnittäisivät enemmän huomiota hyväksymiensä suurten periaatteiden konkretisoimiseen .
52015426	kantoja	kanto|kanta	kanta	Sen ei pidä kuitenkaan tarkoittaa sitä , että pienissä yrityksissä ei tarvitse ottaa huomioon henkilökonnan	kantoja	.
132767997	kantojen	kanto|kanta	kanta	Yksimielisesti hyväksytty ehdotus kuvastaa luonnollisesti eri	kantojen	yhteistä välimaastoa .
232141332	kantojen	kanto|kanta	kanta	Vaikka Komorien liiton talousalueella hyödynnettävien , pääasiassa suurten pelagisten kalojen	kantojen	määräksi arvioidaan 33 000 tonnia vuodessa , paikallisten kalastajien vuosittaiset saaliit ovat noin 16 000 tonnia , joka menee kokonaisuudessaan paikallisille markkinoille .
111496328	kantoja	kanto|kanta	kanta	Haluamme siis näin ollen ottaa huomioon kunkin kansallisen parlamentin ja kunkin jäsenvaltion roolin , mutta jäsenvaltioiden	kantoja	ei voida enää pitää koko Euroopan kantana , koska ne eroavat toisistaan .
218422209	Isien	isä|isi	isä		Isien	on osallistuttava vanhempain vastuisiin - emmekä puhu nyt vain vapaasta vaan lasten kasvatusta ja perhe-elämää koskevan vastuun kantamisesta .
36602969	isien	isä|isi	isä	Arvoisa puhemies , hyvä esittelijä , voin mielihyvin puoltaa mietintöänne , mutta teemme perhepoliittisissa keskusteluissa lähes aina sen virheen , että puhumme tosin äitien oikeuksista ja jopa	isien	oikeuksista , mutta emme kuitenkaan lasten oikeuksista .
136511711	isiemme	isä|isi	isä	Tämä huomioon ottaen me emme voi kannattaa perustuslakia , jossa laiminlyödään kansojen ja alueiden oikeudet , jos haluamme kunnioittaa näiden	isiemme	ihanteita .
218416088	isien	isä|isi	isä	Emme saa antaa äitien ja	isien	olla niitä , jotka kärsivät .
92324511	isien	isä|isi	isä	En vastusta	isien	ottamista mukaan , päinvastoin .
158795803	satoja	sata|sato	sata	Mainoskatkoista totean , että maailmassa , jossa televisiosta näkyy tuhansia kanavia ja jossa tarjolla on	satoja	laitteita , asia on jätettävä markkinoiden päätettäväksi .
172515054	satoja	sata|sato	sata	Tarve on	satoja	kertoja suurempi .
11289167	sadoista	sata|sato	sata	Tästä aiheesta saamistani	sadoista	tai jopa tuhansista kirjeistä vaikuttavimmat ovat tulleet potilailta .
167211479	satoja	sata|sato	sata	Kesäkuussa ja marraskuussa	satoja	ihmisiä sai surmansa joukkomurhissa ja tuhansia ihmisiä haavoittui ja vangittiin , muun muassa EU:ta varoittaneet johtajat .
103264407	satoja	sata|sato	sata	miljoona kuollutta , lähes neljä miljoonaa siirtymään joutunutta henkilöä ,	satoja	miljoonia orpolapsia , sotainvalideja , nälänhädästä kärsivä väestö , jossa joka viides lapsi kuolee alle 5-vuotiaana , alle 45 vuoden elinajanodote , alue , jonne on haudattu miljoonia jalkaväkimiinoja , äärimmäinen köyhyys huolimatta luonnonvaroista , joita käytetään valitettavasti lähinnä sodan rahoittamiseen .
119115023	opeillamme	oppi|ope	oppi	Jos vapautta ja demokratiaa koskevilla	opeillamme	on jotain merkitystä , meidän on taisteltava yhteistyössä Yhdysvaltojen kanssa kaikkia diktatorisia terrorismia synnyttäviä valtioita vastaan .
127385956	Opeissa	oppi|ope	oppi		Opeissa	suositaan maailmankatsomusta , jolle on ominaista ennakoiva sotilaallinen voimankäyttö , yksipuoliset väkivaltaiset väliintulot , YK:n aseman heikentyminen ja kulloinkin tarkoituksenmukaiset , senhetkisten sotilaallisten toimien perusteella määräytyvät näennäisen vapaaehtoiset liittoumat , joiden toimia ei voida perustella menneisyyden kansainvälisen oikeusjärjestelmän mukaisilla perustavanlaatuisilla menettelyllisillä erioikeuksilla .
18135494	opeissa	oppi|ope	oppi	Lyhyesti sanottuna Eurooppa lykkää jälleen kerran poliittista vahvistumistaan ja kohtelee kaltoin sosiaalikysymystä hetkellä , jolloin pakottavat kriteerit ovat vallalla rahapolitiikassa ja liberalistissa	opeissa	.
873556	opeilla	oppi|ope	oppi	Kuten tiedätte , ammattijärjestöjen historia on suurelta osin ollut taistelua kahden eri käsityksen välillä , joita on selitetty eri	opeilla	.
130644512	matoja	mato|mata	mato	Talon perustusten kaivaminen vahingoittaisi	matoja	.
75820027	matoja	mato|mata	mato	Mutta kuten kollegani ja ystäväni jäsen Theato mainitsi , se on täynnä	matoja	.
75820041	matoja	mato|mata	mato	On kuin hanke olisi kauniisti kääritty suklaarasia , joka on sisältä täynnä	matoja	.
103287187	sotaisimpien	sotainen|sotaisa	sotainen	Siinä ilmapiirissä suvaitsevaisuutta koskevat puheenvuorot katsotaan näiden suosituimpien ja ironisesti	sotaisimpien	puolueiden pettämiseksi tai yksityishenkilöiden tapauksessa taantumukselliseksi asenteeksi .
98531393	sotaisia	sotainen|sotaisa	sotainen	Omalla puolellamme Atlanttia kymmenettuhannet mielenosoittajat Ateenassa , Roomassa , Berliinissä , Pariisissa , Amsterdamissa , Prahassa , Barcelonassa , Tukholmassa , Konstantinopolissa ja muualla kohottivat äänensä yhdysvaltalaisten ja eurooppalaisten imperialistien	sotaisia	suunnitelmia vastaan .
