TOKENID	WORDFORM	LEMMACANDIDATES	GOLDLEMMA	TEXTBEFORE	WORD	TEXTAFTER
121856847	gelangt	gelangen|gelingen	gelangen	Der Großteil dieses Geldes	gelangt	jedoch nicht zu denen , die in Angola in einer schrecklichen Tragödie von Hunger und Elend leben .
154961720	gelangen	gelangen|gelingen	gelangen	Wir haben in der ersten Lesung 58 Änderungsvorschläge behandelt , die im Wesentlichen in den Entwurf eingearbeitet wurden , und wir	gelangen	mit diesem Ergebnis der informellen Verhandlungen jetzt zu dem Gemeinsamen Standpunkt , den wir annehmen und auf den wir uns in zweiter Lesung einigen können .
163759930	gelangt	gelangen|gelingen	gelangen	Man	gelangt	zu der Erkenntnis , dass der im Irak verfolgte Ansatz gescheitert ist und zur Bewältigung der Sicherheitsprobleme andere Wege der Kooperation gefunden werden müssen .
38473308	gelangt	gelangen|gelingen	gelangen	Seit fünfzig Jahren wandern Bauern aus den ländlichen Gebieten ab , werden Hecken ausgerissen , Teiche zugeschüttet ,	gelangt	Gift in die Böden , wird das Erdreich verdichtet , so daß der Boden nicht mehr atmen und Regenwasser nicht mehr bis zum Grundwasserspiegel versickern kann .
42235799	gelangen	gelangen|gelingen	gelangen	Manchmal	gelangen	auf diese Weise unbewiesene Gerüchte an die breite Öffentlichkeit und leisten dann der UCLAF bei ihrer Arbeit einen denkbar schlechten Dienst .
44992601	gelangt	gelangen|gelingen	gelangen	Hoffentlich	gelangt	das Parlament zu der Überzeugung , daß es notwendig ist , der Linie der Kommission zu folgen .
51366945	gelangen	gelangen|gelingen	gelangen	China hat ein Kontingent von 12 000 Tonnen , in Wahrheit	gelangen	aber 30 000 Tonnen zu uns. Als Drehscheibe fungieren dabei Länder , die sozusagen Knoblauchschmuggel betreiben , wie Malaysia , das uns hunderte von Tonnen liefert , ohne selbst Knoblauch zu erzeugen , Indien , Jordanien und eine ganze Reihe Drittstaaten .
91894626	gelangt	gelangen|gelingen	gelangen	Bei einem zu sektoralen Ansatz	gelangt	man letztlich zu einem Katalog von Maßnahmen und zu einer sehr großen Zersplitterung .
193720659	gelangt	gelangen|langen	gelangen	Zunächst auch von meiner Seite ein ganz herzliches Dankeschön an den Berichterstatter , Klaus-Heiner Lehne , der hervorragende Arbeit geleistet hat und in enger Abstimmung mit den Kolleginnen und Kollegen aus den anderen Fraktionen bei einem sehr schwierigen Thema zu sachgerechten Lösungen	gelangt	ist .
196075760	gelangt	gelangen|langen	gelangen	Nach gründlichem Nachdenken bin ich zu folgender Ansicht über diesen Bericht	gelangt	:
208240474	gelangt	gelangen|langen	gelangen	Der Umfang der Umweltkatastrophe , bei der Tausende von Kubikmetern Öl ausliefen , zehrt nicht nur am Ökosystem des Lambro und hat auch Folgen für die Fauna , sondern es besteht auch die Gefahr , dass das Öl , trotz ergriffener Maßnahmen , in den Po	gelangt	, der durch die gesamte Po-Ebene bis in die Adria fließt .
231041295	gelangt	gelangen|langen	gelangen	deshalb bin ich zu der Auffassung	gelangt	, dass es richtig ist , die Gewährung dieser Hilfe für die Republik Moldau zu unterstützen .
3823246	gelangt	gelangen|langen	gelangen	ob es nicht in der Tat an der Zeit ist , einmütig und dringend zu fordern , daß der erzielte politische Kompromiß uneingeschränkt zur Ausführung	gelangt	, und zwar als einzige kurzfristige Möglichkeit , die albanische Bevölkerung wirklich in die Lage zu versetzen , auf demokratischem Wege über ihre Zukunft zu entscheiden und damit auch mit der Vergangenheit abzurechnen .
39574076	gelangt	gelangen|langen	gelangen	Der vom Institutionellen Ausschuß erarbeitete Vorschlag enthält trotz allem gute Hinweise - falls sie berücksichtigt werden - , damit der „ Gipfel “ zu Schlußfolgerungen	gelangt	, die es ermöglichen , mit einem den Europagedanken fördernden politischen Impuls auf die Faktoren der Krise und des nationalistischen Rückschritts zu antworten , die weiter zunehmen und dazu beitragen , ein durch die internationale Wirtschaftskrise , die Osterweiterung , die Agenda 2000 und die zukünftige Finanzierung der EU schon an sich kompliziertes politisches Arbeitsprogramm noch mehr zu erschweren .
42478750	gelangt	gelangen|langen	gelangen	Da wir aber vielleicht wegen der Medien übervorsichtig agieren , sind wir nicht in der Lage , das Signal zu geben und an den Rat heranzutragen , damit dieser zu der Einstimmigkeit	gelangt	, von der das Parlament leider weit entfernt ist .
81121083	gelangt	gelangen|langen	langen	Maßnahmen , damit im Rahmen der tiefgreifenden Umstrukturierung der Tierhaltung genetisch veränderte Sojastärke aus den USA , Brasilien oder aus anderen Ländern so lange nicht auf unseren Markt	gelangt	, bis ihre Unbedenklichkeit wissenschaftlich nicht hundertprozentig nachgewiesen ist , was gegenwärtig nicht der Fall ist .
84667528	gelangt	gelangen|langen	gelangen	Das kommt leider noch viel zu selten vor , denn noch immer müssen unsere Beamten viel Kraft für den Weg durch das bürokratische Dickicht aufwenden , damit unsere Hilfe rasch vor Ort	gelangt	.
92507543	gelangt	gelangen|langen	gelangen	Hoffentlich bewirkt die ausführlichere Debatte zwischen Europa und den Amerikanern , dass die amerikanische Seite immer mehr zu der Einsicht	gelangt	, dass man , wenn man eine andere Person verurteilen , zu seinen eigenen Werten aber letztlich stehen will , von diesen Werten nicht abrücken darf , sondern sie verteidigen muss .
137189581	geleitet	geleiten|leiten	leiten	So hängt ein Jahr , nachdem wir den Gipfel von Johannesburg	geleitet	haben , unsere Glaubwürdigkeit nunmehr vor allem davon ab , inwieweit wir sicherstellen , dass die Ziele und Zeitpläne des Umsetzungsplans im Ergebnis von Johannesburg durch unser Handeln zu Hause erreicht werden .
155717312	geleitet	geleiten|leiten	leiten	Europa ist wie ein Leuchtfeuer und hat viele Länder , nicht nur im Osten , sondern auch im Westen und Süden Europas , zu Freiheit und Demokratie	geleitet	.
1785781	geleitet	geleiten|leiten	leiten	Ich habe die italienische und die französische Fassung geprüft , und sie sind korrekt , doch in der spanischen Fassung erscheint bei Eröffnung der Fragestunde ( Rat und Kommission ) nicht der Name von Herrn Avgerinos , welcher meines Erachtens diese Sitzung	geleitet	hat .
194054053	geleitet	geleiten|leiten	leiten	Während die erste Denkschule vorschlägt , Russland für jede Abweichung von diesen Standards zur Rechenschaft zu ziehen - der Bericht von Herrn Onyszkiewicz fällt wohl in diese Kategorie - ist die zweite kulanter und wird vor allem vom Pragmatismus	geleitet	.
203854300	geleitet	geleiten|leiten	leiten	Eines der Dinge , die unsere eigene Untersuchung in die Wege	geleitet	hat , und dieser Ausschuss hat hierüber eine entsprechende Studie in Auftrag gegeben , ist es zu beweisen , dass nichts über genügend koordinierte Aktivitäten bei der Unterstützung von Menschen bezüglich der Anerkennung ihrer Rechte unter gegenseitiger Anerkennung geht .
210439170	geleitet	geleiten|leiten	leiten	Ich möchte hier klarstellen , dass es sich hier nicht um eine Finanzierung der EU handelt , die durch die Regierungsgremien oder die öffentlichen Körperschaften	geleitet	wird .
34054599	geleitet	geleiten|leiten	leiten	bevor - der Prozeß der Erweiterung in die Wege	geleitet	wird .
55319703	geleitet	geleiten|leiten	leiten	Das Lebensmittel- und Veterinäramt der GD XXIV hat eine Reihe von Kontrollen vor Ort in die Wege	geleitet	.
587165	geleitet	geleiten|leiten	leiten	Herr Präsident , ich möchte mich den Mitgliedern anschließen , die im Verlauf dieser Debatte dem Kollegen Pam Cornelissen ihre Anerkennung dafür ausgesprochen haben , wie er in den letzten zweieinhalb Jahren den Ausschuß Verkehr und Fremdenverkehr	geleitet	hat , und was mich angeht , wie er dies in den letzten beiden Jahren getan hat .
98187927	geleitet	geleiten|leiten	leiten	Natürlich unterstützen wir die Stellungnahme der Troika , der so genannten „ Afghan Support Group “ , einer gemeinsamen Verbindungsgruppe , die gegenwärtig von Deutschland	geleitet	wird und die eine unmissverständliche Erklärung zur Unterstützung der Mitarbeiter der Nichtregierungsorganisationen abgegeben hat , ob es sich nun um die Staatsangehörigen der von mir genannten Staaten oder um die in diese Sache involvierten Afghanen handelt .
117126250	gelobt	geloben|loben	loben	Vor allem möchte ich herausstellen , dass selbst ein Land wie Belgien , das diesen Verhaltenskodex in ein Gesetz aufnimmt - und dieses Gesetz wurde hier	gelobt	- , täglich gegen dieses Gesetz verstößt .
139237130	gelobt	geloben|loben	loben	Der Ausschuss für auswärtige Angelegenheiten , Menschenrechte , gemeinsame Sicherheit und Verteidigungspolitik und insbesondere der Berichterstatter , Herr Laschet , müssen für diesen Bericht	gelobt	werden .
153675453	gelobt	geloben|loben	loben	Es hat noch nie eine Präsidentschaft gegeben , die sich so heftig selber	gelobt	hat wie diese !
174361325	gelobt	geloben|loben	loben	Das war kein Ratsvorsitz , der es allen recht machen wollte , sondern ein Ratsvorsitz , an dem sich die Meinungen scheiden , der von den Befürwortern Europas	gelobt	wird , aber auch von denjenigen , die Europa ablehnen , gescholten wird .
215366287	gelobt	geloben|loben	loben	Wurde nicht in Lissabon die Rolle des Parlaments , seine Stärkung	gelobt	?
48268944	gelobt	geloben|loben	loben	Ich möchte eine türkische Zeitung zitieren , die Zeitung „ Radical “ , in der dieser Text	gelobt	wurde , weil er „ … a été redigé avec finesse et précaution … “ .
54649188	gelobt	geloben|loben	loben	Die palästinensischen Behörden müssen für ihren Beschluß	gelobt	werden , die Verlängerung des Übergangszeitraums über den 4. Mai hinaus zu akzeptieren .
5933940	gelobt	geloben|loben	geloben	Zum Glück hat die Regierung Weißrußlands Besserung	gelobt	und sich zur Zusammenarbeit mit der Union auf der Grundlage der Vorschläge der Kosto-Kommission bereit erklärt .
63643560	gelobt	geloben|loben	loben	Diejenigen Abgeordneten , die im Verlaufe dieser Debatte die Kommissionsbediensteten gebührend	gelobt	haben , deren große Mehrheit sich ja normalerweise durch Fleiß , hohe Integrität und Leistungsfähigkeit auszeichnet , haben mit ihren Äußerungen absolut recht .
79936533	gelobt	geloben|loben	loben	Die Zahl der Hinrichtungen und die Zahl der Strafgefangenen ist in den USA für ein Land , dessen Demokratie im letzten Jahrhundert von Alexis de Tocqueville in den höchsten Tönen	gelobt	wurde , außergewöhnlich hoch .
127611337	geraten	geraten|raten	geraten	Durch unseren Kampf um Sicherheit darf die Freiheit nicht in Gefahr	geraten	.
128793389	geraten	geraten|raten	geraten	man glaubt , dieses Virus sei einem Wissenschaftler , der ein Virus manipulierte , um daraus einen Impfstoff herzustellen oder ihn zu modifizieren , außer Kontrolle	geraten	, und offenbar ist der Wissenschaftler selbst an dem Virus gestorben .
141997394	geraten	geraten|raten	geraten	In den vergangenen anderthalb Jahren ist der Demokratisierungsprozess in Serbien ins Stocken	geraten	.
169370572	geraten	geraten|raten	geraten	Die Systeme der EU und der Mitgliedstaaten müssen besser miteinander vernetzt sein , damit wir nicht in eine Lage	geraten	, wo wir zwar europäische Rechtsakte haben , diese jedoch nicht der Bereitschaft der Mitgliedstaaten entsprechen , schnell zu reagieren .
203622414	geraten	geraten|raten	geraten	Ja , wir müssen aus der afghanischen Falle herauskommen , in die wir aufgrund der von George Bush verfolgten Politik	geraten	sind .
215134574	geraten	geraten|raten	geraten	Wir sind in die aktuellen Schwierigkeiten	geraten	, weil Menschen im Automatikbetrieb vorgegangen sind .
50989055	geraten	geraten|raten	geraten	Jenes Register ist in der Praxis zum Teil außer Kontrolle	geraten	und wird nicht ausreichend überwacht .
52686791	geraten	geraten|raten	geraten	Ich mache mir ernste Sorgen , daß man hier nun in eine Sackgasse	geraten	ist .
79335038	geraten	geraten|raten	geraten	Wir wissen auch , dass viele Projekte und viele Programme in Misskredit	geraten	sind , weil die Abwicklung nicht zufriedenstellend ist .
82769660	geraten	geraten|raten	geraten	Die Regierung Wahid stößt auf erheblichen Widerstand , und der Reformprozess ist offensichtlich ins Stocken	geraten	.
130727664	gestattet	gestatten|statten	gestatten	Im heutigen Europa , und vor allem auch im erweiterten Europa , muss die Gesundheit eine stabile und starke gesetzliche Grundlage erhalten , die ein direktes , koordiniertes , wissenschaftlich fundiertes und effektives Eingreifen	gestattet	.
14859514	gestattet	gestatten|statten	gestatten	Wenn also , worin ja das Ziel der Richtlinie besteht , der Wettbewerb gewährleistet werden soll , so muß auch jenen , die nicht das Gesamterzeugnis hergestellt haben , die Herstellung von Ersatzteilen	gestattet	werden , selbstverständlich mit entsprechenden Garantien - Marke , Kenntnisse , Effizienz - , die in der Richtlinie allesamt genau beschrieben sind .
178189178	gestattet	gestatten|statten	gestatten	Sechstens ist die Frage , ob es weiblichen Häftlingen	gestattet	werden sollte , im Gefängnis schwanger zu werden , keinesfalls unumstritten .
187942537	gestattet	gestatten|statten	gestatten	Aufgrund der geltenden Bestimmungen ist es den Mitgliedstaaten jedoch	gestattet	, dies aus Gründen der Vertraulichkeit zu untersagen .
31936303	gestattet	gestatten|statten	gestatten	Welcher Staat , welche Regierung kann akzeptieren , daß ihr nicht	gestattet	wird , daß sich ihre Armee in einem untrennbaren Bestandteil ihres Landes aufhält ?
33047711	gestattet	gestatten|statten	gestatten	Abschließend sei mir eine viel allgemeinere Bemerkung	gestattet	.
60207404	gestattet	gestatten|statten	gestatten	Oder ist es	gestattet	, auf diese „ lockere “ Art und Weise zu verfahren und ständig dem Protokoll eine Unmenge Text hinzuzufügen , der zeigt , was man denkt , oder nicht ?
69772601	gestattet	gestatten|statten	gestatten	es sei mir daher	gestattet	, auf ironische Weise Selbstkritik an unserem Parlament zu üben , denn zumindest die beiden Berichterstatter hätten bei dieser Aussprache über den von ihnen vorgelegten Bericht anwesend sein müssen .
81352374	gestattet	gestatten|statten	gestatten	Zum Beispiel wird bereits	gestattet	, dass die Bewerberinnen und Bewerber die Prüfungsfragen nach der Prüfung mitnehmen , dass die allgemeinen Bewertungskriterien den Bewerberinnen und Bewerbern auf Anfrage mitgeteilt werden , dass die Liste der erfolgreichen Bewerber im Amtsblatt veröffentlicht wird oder dass die Zusammensetzung des Prüfungsausschusses bei allgemeinen Auswahlverfahren im Amtsblatt und bei internen oder eingeschränkten Auswahlverfahren auf der Website der Kommission veröffentlicht wird .
86180631	gestattet	gestatten|statten	gestatten	Die einzigen , denen Unrecht widerfahren ist , sind die irischen Fischer , denen ihr natürlicher Anteil verwehrt und denen nie	gestattet	wurde , die Meere auszubeuten .
100760408	gestanden	gestehen|stehen	stehen	Mich beunruhigt nicht so sehr , dass dort Länder , die militärische Beiträge leisten und darüber diskutieren möchten , zusammengekommen sind , sondern mich erfüllt vielmehr die Tatsache mit Sorge , dass auch die Nahost-Politik in London auf der Tagesordnung	gestanden	hat .
114596287	gestanden	gestehen|stehen	gestehen	Es heißt , dass die Beschuldigten durch Peitschenhiebe und Elektroschocks gefoltert und von Hunden bedroht wurden , damit sie ihre Homosexualität schriftlich	gestanden	.
